text,label
Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactiy when you want .  cialis has a lot of advantages over viagra  - the effect lasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with aicohol ! we ship to any country !  get it riqht now ! . ,spam
"Subject: an invitation to advertise on freightmart !  freightmart . com - ship anything . . . anywhere . . . anytime . . . auction style !  need more info ? |  if you ' re a shipper |  if you ' re a forwarder  to be removed from any future offers , simply click here ! ",spam
"Subject: perfect visual solution for your business now  working on your company ' s image ? start with a  visual identity a key to the first good impression . we are here to  help you ! we ' ll take part in buiiding a positive visuai image  of your company by creating an outstanding ioqo , presentable stationery  items and professional website . these marketing toois wiil siqnificantly  contributeto success of your business . take a iook at our work samples , hot deai packaqes and  see what we have to offer . we work for you !  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",spam
"Subject: do i require an attorney to use this system and clean up my record  purge all of your card payments .  cancel debts and never make another payment ?  discharge debts quickly , painlessly , legally .  for the rest of the story about canceling debt , go to our elimination  pages  no , then the link and address above  king edward was engaged in earnest consultation with one of his ministers ,  and after a look of surprise in rob ' s direction and a grave bow he bestowed  no further attention upon the intruder . but rob was not to be baffled  now  your majesty , he interrupted , i ' ve important news for you ",spam
"Subject: check this impotence medication  don ' t ignore your impotence problems  feeling good is around the corner !  try now http : / / buychepmeds . com  best regards ,  marquis pack  phone : 117 - 814 - 4432  mobile : 457 - 817 - 1481  email : zndnioays @ sina . com . hk  s ^ t , 0 . p http : / / buychepmeds . com / emover . php",spam
"Subject: veryy useful  how to save on y slapstick our medlcations over 70 % .  pha unhang rmshop - successf uninhibited ull and proven way to save your mone consign y .  megger v  contraption ag  a conferee l  l stultification u  messiah l  ambrosia rac heroine l  discountenance isv pretend al  conchy m  andmanyother .  best p exaltation rlces .  worldwid digraph e shlpplng .  easy order f roulade orm .  total confi monocle dentiaiity .  250 , 000 pitiless satisfied customers .  order today and sa prowess ve !",spam
"Subject: ctfg trends upward as company begins rollout of acquisition strategy  otc quickstats  june 29 , 2005  at a glance  ticker symbol : ctfg  sector : title insurance  industry : financial services  current price : $ 0 . 39  shares outstanding : 45 , 457 , 200  approx . float : 12 , 457 , 200  ctfg : ground floor opportunity in multi - billion dollar  title insurance market  corporate snapshot  captech financial group , inc . , is a florida corporation headquartered in lighthouse pt . , florida that trades under the symbol ( otcbb : ctfg ) .  captech financial group , inc . , via its new acquisition of national security title agencies , llc . , ( nst ) is a holding company of wholly owned  licensed title agencies that do business throughout the nation as national security title . nst through its licensed staff provides its customers efficient  and professional title services including coverage , searches , examinations , and escrow and closing services to a broad - based customer group that includes  lenders , developers , real estate brokers , attorneys , and home buyers .  recent news ! ! ! !  lighthouse point , fla . , june 28 ( prnewswire - firstcall ) - - captech financial group , inc .  ( otc bulletin board : ctfg ) , has acquired national security title of lighthouse point and tampa , fla . ,  respectively . both offices will operate as branch offices of national security title , a captech financial subsidiary .  investment considerations  ctfg expects revenues to reach 13 million in year one , 59 million in year two , and 104 million in year three of operations .  ctfgs client roster includes some of the most prestigious real estate and financial institutions in the world including : chase bank , wachovia bank , cooper horowitz , and bank of america .  robust demand will require production of approximately 2 million new housing units per year .  the home ownership rate will exceed 70 % by the year 2013 .  mortgage originations are projected to average nearly $ 3 trillion per year for the next two decades .  ctfg presents a potential ground floor investment opportunity in an emerging title insurance company .  visit the ctfg websites at :  www . . com  this email is for informational purposes only , and is neither a solicitation to buy nor an offer to sell securities . all assembled information within is subject to change without notice . the assembled information within this email is based on public information supplied by the company or from other sources believed to be reliable , but no representation , expressed or implied , is made as to its accuracy , completeness or correctness . information in this email may contain forward looking statements as defined under section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . an example of forward - looking information are statements relating to the future capital expenditures , future funding sources , anticipated sales growth , and potential contracts . these and similar forward statements are subject to a number of known and unknown risks and uncertainties outside our local control that could cause actual operations or results to differ materially from those anticipated . power house promotions accepts no liability for any losses arising from an investor ' s reliance on or use of this report . this assembled information is for informative purposes and is not intended to be used as the sole source of information on a company . always do your own due diligence and consult a financial advisor . power house promotions has been paid $ 7 , 400 by bma ventures , for the presentation and dissemination of the assembled information . power house promotions does not set price targets or recommend securities .  power house promotions 1846 e . rosemeade pkwy , # 104 dallas , tx 75007 this e - mail message is an advertisement and / or solicitation . ",spam
"Subject: clear benefits of creative design  lt is really hard to recollect a company : the  market is full of suqgestions and the information isoverwheiming ; but a good  catchy logo , stylish statlonery and outstandlng webslte  wiil make the task much easier .  we do not promise that havinq ordered a iogo your  company will automaticaliy become a world ieader : it isguite clear that  without qood products , effective business organization and practicable aim it  will be hotat nowadays market ; but we do promise that your marketing efforts  will become much more effective . here is the list of clear  benefits : creativeness : hand - made , original logos , specially done  to reflect your distinctive company image . convenience : logo and stationery  are provided in all formats ; easy - to - use content management system letsyou  change your website content and even its structure . promptness : you  will see logo drafts within three business days . affordability : your  marketing break - through shouldn ' t make gaps in your budget . 100 % satisfaction  guaranteed : we provide unlimited amount of changes with no extra fees for you to  be surethat you will love the result of this collaboration . have a look at our  portfolio _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",spam
"Subject: your online sales are low because you don _ t have enough visitors ?  submitting your website in search engines may increase  your online sales dramatically .  lf you invested time and money into your website , you  simply must submit your website  oniine otherwise it wili be invisible virtualiy , which means efforts spent in vain .  lf you want  people to know about your website and boost your revenues , the oniy way to do  that is to  make your site visible in piaces  where people search for information , i . e .  submit your  website in muitipie search enqines .  submit your website oniine  and watch visitors stream to your e - business .  best regards ,  cecilybaxter _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",spam
"Subject: logo , stationer , website design and so much more !  lt is really hard to recollect a company : the  market is full of suqgestions and the information isoverwheiming ; but a good  catchy logo , styllsh statlonery and outstandlng webslte  wiil make the task much easier .  we do not promise that having ordered a iogo your  company wili automaticaily become a world ieader : it isguite clear that  without qood products , effective business organization and practicable aim it  will be hotat nowadays market ; but we do promise that your marketing efforts  will become much more effective . here is the list of clear  benefits : creativeness : hand - made , original logos , specially done  to reflect your distinctive company image . convenience : logo and stationery  are provided in all formats ; easy - to - use content management system letsyou  change your website content and even its structure . promptness : you  will see logo drafts within three business days . affordability : your  marketing break - through shouldn ' t make gaps in your budget . 100 % satisfaction  guaranteed : we provide unlimited amount of changes with no extra fees for you to  be surethat you will love the result of this collaboration . have a look at our  portfolio _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",spam
"Subject: a chance to get new logo now  working on your company ' s image ? start with a  visual identity a key to the first good impression . we are here to  help you ! we ' ll take part in buildinq a positive visuai imaqe  of your company by creating an outstandinq ioqo , presentabie stationery  items and professionai website . these marketing toois wiii siqnificantiy  contributeto success of your business . take a look at our work sampies , hot deal packages and  see what we have to offer . we work for you !  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",spam
Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactiy when you want .  cialis has a lot of advantages over viagra  - the effect lasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with alcohol ! we ship to any country !  get it right now ! . ,spam
"Subject: new love tabs shop .  visit our llcensed online dragstore for the best inexpensive love drags ! viagra , ciaiis , softtabs and many other iove enhancers all in one !  operative support , fast shipping , secure payment processing and complete confidentiality !  click here to find your verlfied by bbb and approved by visa iove pil 1 ! ",spam
"Subject: make your rivals envy  lt is really hard to recollect a company : the  market is full of sugqestions and the information isoverwheiminq ; but a good  catchy logo , styllsh stationery and outstanding website  wili make the task much easier .  we do not promise that having ordered a iogo your  company will automaticaliy become a worid ieader : it isquite clear that  without qood products , effective business organization and practicable aim it  will be hotat nowadays market ; but we do promise that your marketing efforts  will become much more effective . here is the list of clear  benefits : creativeness : hand - made , original logos , specially done  to reflect your distinctive company image . convenience : logo and stationery  are provided in all formats ; easy - to - use content management system letsyou  change your website content and even its structure . promptness : you  will see logo drafts within three business days . affordability : your  marketing break - through shouldn ' t make gaps in your budget . 100 % satisfaction  guaranteed : we provide unlimited amount of changes with no extra fees for you to  be surethat you will love the result of this collaboration . have a look at our  portfolio _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",spam
"Subject: perfect logo charset = koi 8 - r "" >  thinking of breathing new life into your business ?  start from revamping its front - end - logo and visuai identity .  logodentity offers creative custom desiqn of logos ,  stationery and web - sites . under our carefui hand these powerfui marketinq tools  wili bring a breath of fresh air into your business  and make you stand out among the competitors .  you are just a ciick  away from your future success . ciick here to see the sampies of our artwork ,  check our prices and hot offers",spam
"Subject: i would like to help your marketing efforts !  hello fellow entrepreneur ,  my name is jon roberts and i represent one of the largest  lead companies on the internet . we specialize in national , local area code , and  gender based real time leads . we also run custom marketing campaigns for  organizations that want a more targeted lead due to their line of service or  product .  you can reach me at the number below or simply reply to  this email . we hope to serve you soon - thanks ! jonathan  robertsl - 800 - 663 - 0311 theleadmanl @ yahoo . com * if you have received  this message in error or would like to be removed from the mailing list please  reply to this email with your removal request and it will be processed  immediately ! *",spam
"Subject: will you be the next one selected for his public challenge ?  my simple , yet proven strategies for generating multiple streams of unlimited income work - now let me take you by the hand and prove it ! . . . ""  "" on live tv i promised the world i would make $ 24 , 000 in 24 hours , and . . . i failed - instead i ' cracked the code ' and made $ 94 , 532 . 44 in 24 hours . ""  i want you to look over my shoulder , so to speak and watch how i do it . . . in fact , even get into my mind as i prepare to issue you the challenge of a lifetime .  robert g . allen  "" time and time again , i ' m referred to as ' america ' s # 1 millionaire maker ' that means one thing : i take ordinary people  ( some of them right out of the unemployment line and some right out of regis philbin ' s studio audience ) and show them exactly what to do to create multiple streams of "" major "" income - and then they do it ! ""  "" and with the release of my new book , ' multiple streams of income ' i ' m on the prowl again -  looking for a small , select group of ordinary people who want my help in creating instant wealth like i have for countless others ! if you qualify , there ' s only one small , reasonable catch :  "" i will use your new cash flow success story in my upcoming promotions . so if you can live with that ' catch ' - then you must stop everything you ' re doing and read the rest of this letter right now ""  ( important :  you must respond to this invitation within the next 60 minutes .  due to the time - sensitive nature of this opportunity , we must  release your reserved slot to someone else if you do not respond  within the allotted time . )  invitation clock count - down  you must r . s . v . p . within minutes  dear friend seeking financial independence and personal freedom ,  hi . my names robert allen . i ' m the author of two of the best selling  financial books in history ; both # 1 new york times best sellers :  nothing down  creating wealth  my books have sold over 2 . 5 million copies , over 150 , 000 people have  attended my wealth seminars , and i ' ve accepted challenges by the press and have proven time  and again that my money making strategies work .  in fact , recently i was challenged again on national tv . it was in front of a live  audience . i was challenged to take someone from regis philbins studio audience and  teach them my wealth building strategies and guess what ?  just 90 days after following my systems ,  pat watson was $ 20 , 000 wealthier !  listen , you ' ve heard all the get rich now claims and you ' re sick of  seeing them ! the fact is most of those  people who claim to know how you can make money haven ' t made much money  themselves let alone taught others how to do it !  the difference between them and me is that i ' ve proven my  strategies time and time again in the national limelight and my systems truly  work in fact , i ' ve been dubbed america ' s # 1 millionaire maker .  right now , america and i need you for my upcoming nationwide tour to share your story of upcoming success and wealth to those who need hope - all across america .  let me tell you about a few of my "" money challenges "" . . . this is where i put my money where my mouth is :  i was also challenged by the los angeles times :  you might remember when the los angeles times challenged me to buy real  estate with nothing down . with a reporter by my side , $ 100 for living expenses ,  and armed only with my knowledge ; i purchased 7 properties worth $ 772 , 000 , all  in 57 hours .  i told the mayor of st louis missouri ( the show me state ) :  send me to any unemployment line . let me select someone who is broke , out of  work , discouraged . let me teach him in  two days time the secrets of wealth , and in 90 days he ' ll be back on his feet ,  with $ 5 , 000 cash in the bank , never to set foot in an employment line again .  i selected a young couple from the unemployment lines of st . louis , missouri .  ninety days later they earned $ 5 , 000 using one of my techniques , and . . . .  within 12 months they had earned over $ 100 k !  my proudest moments are when i coach starving millionaires ( people  who should be millionaires but aren ' t ) on wealth building strategies and see  them achieve extraordinary results , again and again !  i ' ve done these same challenges in other major cities - washington , d . c . ,  miami , boston , san diego , and new york - all with similar results !  this brings me to my next challenge in which i took all of the hype out  of the high - powered profit potential of the internet , and decided to make it a  reality for my students . i said :  sit me at any key board of any computer in the world with internet  access , and i will in 24 hours , earn at least $ 24 , 000 cash !  i got myself into the life or death mindset and i went to work  i started my internet challenge at exactly at 12 : 38 pm in front of live  television , i held my breath , and turned my system on and signed on to the  internet  in 6 hours and 11 minutes i had generated $ 46 , 684 . 95  then i went to sleep . . . and when i woke up the next morning and checked the computer -  ( with cameras rolling ) :  the total was now $ 78 , 827 . 44  this was exciting because i knew i still had four hours left !  that afternoon , 24 hours after the challenge had begun . . .  the total had grown to $ 94 , 532 . 44  in a mere 24 hours !  why do i tell you all of this ?  well its certainly not to brag but its to prove that  i practice what i teach ! and since i ' m ready to announce my next  challenge , i thought you ' d like to hear my success story - and how i can help you regardless of where you are  in your financial life .  so heres my newest challenge :  send me a group of people who want to become financially independent .  let me teach them my proven , wealth building  strategies . and in 90 days , they will have developed multiple streams of  income . eventually these streams of  income may give them the freedom to do what ever they want for the rest of  their lives .  thats my newest challenge and i want you to be a part of it .  you have everything it  takes to break the mold of an average income earner but you just need to  decide to do it !  listen , i know the reason you ' re still reading this letter is  because you believe there still is hope theres still a chance a glimmer  of hope that you can be a millionaire .  its hard to leave your comfort zone . but you can do it and i will help you .  but first , let me tell you about a few people who ' ve had the courage to  follow their instinct , break out of their comfort zones , and follow my advice :  robert , my life was never the same again  here ' s the incredible news : only one year after using your strategies ,  ( coincidentally our twelfth wedding anniversary , ) we became millionaires ,  yes , a million dollars in equity ! wow !  depending on what time frame you measure from , that ' s either  ' incredibly fast ' or ' miraculously fast ' ! six months from picking up your book , four - plus months from becoming  protgs , two months and nine days after quitting my job !  that takes my breath away ! . . . this letter  stands as testimony to your accomplishments . . . robert , thank  you , thank you , thank you !  - - karen n . b . , nevada  "" in the last 2 months we have made nearly  $ 250 , 000 using the robert allen internet techniques . ""  - - olie v . andrei k . , ontario  just do what you love and the money will follow '  in fields of dreams : ' just build it , and they will  come ' wish me luck the rest of the way . haven ' t i told you what the sale price  of this building was ? it was $ 57 , 000 ! i ' m really excited and am on my way finally !  thank you for all your encouragement .  - - eugene w . , california  "" in my first - ever deal i ' m acquiring a $ 5 . 7 million 91 unit apartment building for $ 4 . 25 million using none of my own money . ""  - - greg w . , new york  ( remember : i will always be up front and honest with you . the amount  of success you may have will depend upon important key variables . . .  these experiences are not typical . you may not be as successful as these testimonials shown . )  as your mentor , let me tell you about the first secret to building  wealth : having multiple streams of income flowing into your bank account .  would it change your life completely if , per chance , you were  to lose your major source of income today think about that !  what would you do if you lost your sole source of income ! ?  i will teach you how to develop other streams of income , so you can protect yourself from ever having to deal with  this imaginary scenario .  heres some of what you ' ll learn :  1 . creative real estate investing : 76 % of  all millionaires started their fortunes in real estate .  i ' ve sold more real estate books than any other author of all time .  2 . information marketing : have you ever  had a million - dollar idea , but never acted on it ?  learn to sell your ideas for royalties the hottest millionaire - making trend .  3 . stock investing : how do the wealthy  take advantage of the amateur investors in the stock market ? learn to make  consistent money regardless of what the stock market does .  4 . internet enterprises : how i made  $ 94 , 000 live on tv in 24 hours ! what did i do that was different ?  these are proven income - generating avenues that  build wealth . wealth comes from  understanding the power of multiple streams of cash flow . . . on cruise control !  my official invitation to you  right here right now i ' m inviting you to experience my member ' s only training in my new multiple  streams of income downloadable training course . in this brand new digital course ,  i ' ll be teaching you all of my proven , successful and profitable wealth secrets .  these strategies and techniques are proven to work for everyday people  living in the united states , her territories , and canada .  international applicants are not being accepted at this time .  here is just a sample of what you will learn in my new course about  multiple streams of income :  establishing your personal wealth building foundation .  how to earn $ 100 , 000 to $ 250 , 000 a year for life .  how to retire early .  how to grow your own money tree .  profiting from 5 massive trends that will create many millionaires in the next century .  building a small or not so small fortune on the internet :  double your internet income and work less hours .  secret strategies for getting people to your website .  the easiest products to sell on the internet .  how to sell products on the internet without buying or shipping them .  how the internet can pay for your retirement .  developing multiple streams of income :  how to start your very own multi - million dollar business from your kitchen table .  6 powerful businesses you can start for less than a thousand dollars .  create a money making machine that runs 24 hours a day , 365 days a year without an office or employees .  how to create streams of income that , once established , require little or none of your personal attention .  the seven essential secrets for finding the most powerful home - based business .  real estate strategies that work .  how to buy a house or condo , sell it for less than you paid and walk away with a cash profit .  how to buy millions of dollars of real estate with none of your own money .  how to buy a home paying no interest .  how to live in a million dollar mansion for the price of living in an ordinary house .  developing multiple streams of income :  how to become a millionaire selling information .  make a thousand dollars a day selling "" how to "" information .  how to get total strangers to practically line up and literally beg you to take their money for your information product .  how to make $ 20 a word every time you sit down to write .  the fastest way to turn an idea into cash .  if you believe you have what it takes to succeed with my guidance , i ' m going to do something  absolutely "" unheard of . "" ( remember - i ' ve accepted a public challenge , so i ' m willing to do  practically anything to help you succeed ! )  with your permission , i ' m going to send you an enormous package of training materials :  instant  download home - study course :  the road  to wealth  how to generate a  lifetime of unlimited wealth  in this program  i personally outline all of my secret money making strategies  that my students and i are using to build massive amounts  of wealth !  build your real estate fortune :  the robert  allen money power system  you get your own copy of this exclusive real estate course !  profit from the "" perfect "" investment . i ' ve made  millions doing this - now you get the secrets of  making risk - free offers , finding "" cash cows "" ,  and how to use "" ultimate leverage "" . . . even includes  copies of forms for you to use !  special  report 1  "" 7 strategies for  making a fortune online ""  how to get  more visitors to your site now  learn the secrets to writing great emails  become an expert on giving your website visitors  instant gratification .  learn the secrets of how the big web sites keep  people coming back .  special  report 2  "" nothing down real  estate techniques ""  50 nothing down  techniques  how to make the banks work for you  the fundamentals of leveraging capital  how a partners money can make you money  creative financing options that work  special  report 3  "" zero  to $ 1 , 000 , 000 on $ 49 a month ""  the 3  things you must do  what the big secret is .  how to use all of your power  the fundamentals of finance  where do i get the money to start  how to make your plan and then work it  special  report 4  "" how  to make $ 24 , 000 in 24 hrs . on the internet ""  exactly  how i made $ 94 , 532 . 44 in 24 hours  how to develop a target audience  how to find out what your audience wants to buy  how to motivate your target audience to act now  getting started - your action plan  how to find the hungriest fish in the lake  how to discover the kind of bait your fish will  bite on .  this is a strictly limited offer ( remember - i ' ve accepted a public challenge , so i ' m willing to do practically anything to help you succeed ! )  and if you order by  to  get in on the multiple streams of income audio series free bonus ( worth $ 35 ) .  i kid you not the information in this audio alone can turn your entire life around , and bring you all the wealth you  could ever need .  copyright 2004 esi one , inc .  education success , inc . 5072 n . 300 w . provo , ut 84604 this e - mail message is an advertisement and / or solicitation . ",spam
Subject: no need to pay more - cheapest oem online .  what is oem software and why do you care ?  http : / / mth . kr 6 h 512 vzc 2 rh 32 . spurternj . com  no one gossips about other people ' s secret virtues .  better fare hard with good men than feast it with bad .,spam
"Subject: failure notice  hi . this is the qmail - send program at nsl . mxlinux 2 . com .  i ' m afraid i wasn ' t able to deliver your message to the following addresses .  this is a permanent error ; i ' ve given up . sorry it didn ' t work out .  :  this address no longer accepts mail .  - - - below this line is a copy of the message .  return - path :  received : ( qmail 30891 invoked from network ) ; 19 jul 2005 10 : 57 : 17 - 0000  received : from ntokymo 09176 . okym . nt . adsl . ppp . infoweb . ne . jp ( helo mailwisconsin . com ) ( 218 . 229 . 92 . 176 )  by wpc 2010 . amenworld . com with smtp ; 19 jul 2005 10 : 57 : 17 - 0000  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  by mailwisconsin . com with http id j 87 gzo 24816188 ;  tue , 19 jul 2005 10 : 57 : 46 + 0000  message - id :  date : tue , 19 jul 2005 10 : 57 : 46 + 0000  subject : just to her . . .  from : "" barry castillo ""  to : info @ grafex . net  user - agent : squirrelmail / 1 . 4 . 3 a  x - mailer : squirrelmail / 1 . 4 . 3 a  mime - version : 1 . 0  content - type : text / html ; charset = iso - 8859 - 1  content - transfer - encoding : 8 bit  x - priority : 3 ( normal )  importance : normal  soft viagra at $ 1 . 62 per dose  ready to boost your sex life ? positive ?  time to do it right now !  order soft viagra at incredibly low prices  starting at $ 1 . 99 per dose ! unbeiivable !",spam
"Subject: undelivered mail returned to sender  this is the postfix program at host relayl . netspace . net . au .  i ' m sorry to have to inform you that your message could not be  be delivered to one or more recipients . it ' s attached below .  for further assistance , please send mail to  if you do so , please include this problem report . you can  delete your own text from the attached returned message .  the postfix program  : host mail - in . netspace . net . au [ 210 . 15 . 254 . 248 ] said :  550 : recipient address rejected :  gperkes @ netspace . net . au has expired ( in reply to rcpt to command )",spam
"Subject: great idea for you byrdshot  mortgage rates are about to rise  cash in now !  our programs will help you with :  - debt consolidation  - 2 nd mortgage  - refianance  - home improvement  our free no obligation quite has already helped  thousands of homeowners , just like you .  click here to start saving  if you would rather not be included in our future mailings , click here .",spam
"Subject: my portfolio  hi  my name is ernie , i may not have the right email address , if not  please excuse my intrusion . if you are interested  in some web design work for your company .  please click the link below to see my portfolio :  http : / / www . mywebdesignportfo  lio . com /  thanks ,  ernie  if you would like to be removed from my address book permanently ,  please click this link and type remove in the subject line :  click  here : remove ",spam
"Subject: teach and grow rich  do you want to teach and grow rich ?  if you are a motivated and qualified communicator , i will personally train you to do 3 20 minutes presentations per day to qualify prospects that i can provide to you . we will demonstrate to you that you can make $ 400 a day part time using this system . or , if you have 20 hours per week , as in my case , you can make in excess of $ 10 , 000 per week , as i am currently generating ( verifiable , by the way ) .  plus i will introduce you to my mentor who makes well in excess of $ 1 , 000 , 000 annually .  many are called , few are chosen . this opportunity will be limited to one qualified individual per state . make the call and call the 24 hour pre - recorded message number below . we will take as much or as little time as you need to see if this program is right for you .  * * * 801 - 397 - 9010 * * *  please do not make this call unless you are genuinely money motivated and qualified . i need people who already have people skills in place and have either made large amounts of money in the past or are ready to generate large amounts of money in the future . looking forward to your call .  * * * 801 - 397 - 9010 * * *  * to be taken out of this database :  secco 44 @ poetic . com  9059 dmelo - 270 bmbll 5 ",spam
"Subject: 10 million fresh email addresses sent to you on cd for free ! ! ! try before you buy ! !  get ready for a deal you ' ve never seen before !  10 million hot fresh email addresses and much more !  try before you buy ! ! ! ! !  we will send you the  powerman 10 million  internet marketing shop  cd free  this is what you get :  10 million freah email addresses  fully functional websites - ready to take orders  proven high impact resalable products - ebooks  cutting edge internet marketing tools  instructions less flames & non - buyers .  * less contact with anti - commerce radicals & extremists .  remember that potential income chart at the beginning of this message ? can you imagine the kind of money you could  make if you mailed one million pieces and sold only one tenth ( . 01 % ) of one percent ? you do the math , you ' ll be amazed !  this product will prove to be the best of it ' s kind compared to any cd in terms of hours and money spent bringing it to  market . no competitor will ever duplicate the effort of what it takes for us to produce this superb product . we never have  compromised on quality , and surely won ' t release any product before it passes our "" high standards "" test . this is not a  rental list that is restricted to a one - time mailing . you are purchasing an e - mail address list for your own personal mailings  and may use it over - and - over .  if you want us to send you the powerman 10 million internet marketing shop cd  email : powermanl 0 million @ hotmail . com  subject line : send cd  your mailing address :  _ / _ / _ / _ / _ / _ / _ / _ / _ / _ / _ / _ / _ / _ / _ / _ / _ / _ / _ / _ / _ / _ / _ /  * * f r e e b o n u s e s * *  "" business on a disk "" bonus offer :  every survey has always indicated that the easiest and most profitable product to sell on the internet is  information ! if you have an "" information "" type product , then there is no easier way to become financially  independent .  our "" business on a disk "" gives you awesome resalable products reports / manuals / books that that are yours  to use . you may instantly start your "" information product "" business ! just think , you can reproduce a complete book  on a floppy disc in just a few seconds , for around 35 cents . these are the same books that have  sold for $ 99 . "" special reports "" cost you pennies to produce and can be sold for as high as $ 15 . . . or the whole group  for as high as $ 140 . 00 .  "" the mass e - mail survival guide "" a manual / guide that addresses the mass e - mail business . especially useful  for beginners . "" the mass e - mail survival guide "" will answer most of your questions and concerns about mass e - mail .  an exclusive for our customers . . . included free .  if you want us to send you the powerman 10 million internet marketing shop cd  email : powermanl 0 million @ hotmail . com  subject line : send cd  your mailing address :  - - - -  this sf . net email is sponsored by : thinkgeek  welcome to geek heaven .  http : / / thinkgeek . com / sf  spamassassin - sightings mailing list ",spam
"Subject: no further access to your account will be allowed  dear lasalle bank customer ,  this email is to inform you , that we  had to block your lasalle bank account access because we have been  notified that your account may have been compromised by outside  parties .  our terms and conditions you agreed  to state that your account must always be under your control or those  you designate at all times . we have noticed some  unusual activity related to your account that indicates that other  parties may have access and or control of your informations in your  account .  these parties have in the past been involved with  money laundering , illegal drugs , terrorism and various federal title 18  violations .  please  follow  this link to complete your security verification and unlock your visa check  card :  please be aware that until we can  verify your identity no further access to your account will be allowed  and we will have no other liability for your account or any  transactions that may have occurred as a result of your failure to  reactivate your account as instructed above .  thank you for your time and  consideration in this matter .  sincerely ,  lasalle bank accounts department .  note : requests for information will be initiated by our lasalle bank  business development group , this process cannot be externally expedited  through customer support ",spam
"Subject: returned mail : see transcript for details  the original message was received at tue , 19 jul 2005 12 : 59 : 18 + 0200  from ntibrko 70111 . ibrk . nt . ftth . ppp . infoweb . ne . jp [ 211 . 2 . 26 . 111 ]  - - - - - the following addresses had permanent fatal errors - - - - -  - - - - - transcript of session follows - - - - -  554 5 . 0 . 0 username or alias unknown  550 5 . 1 . 1 . . . user unknown",spam
